Student_ID,Age,Gender,Grade,Section,Math_Score,Science_Score,English_Score,Social_Score,Computer_Score,Attendance_Percentage,Study_Hours,Homework_Completion,Parent_Education,Family_Income,Transport_Mode,Distance_from_School_km,Extra_Curricular,Sports_Participation,Discipline_Record,Library_Usage,Internet_Access,Online_Class_Attendance,Health_Issues,Scholarship,Exam_Stress_Level,Teacher_Feedback,Peer_Interaction,Result_Status
569,12,Female,8,B,82,86,74,87,45,83,5,No,High School,51784,Walk,14.25,Dance,No,Good,High,Yes,Irregular,Minor,Yes,High,Excellent,Medium,Fail
570,9,Female,10,D,69,43,95,75,69,72,4,No,High School,12161,Cycle,16.96,Sports,Yes,Poor,Medium,No,Regular,Minor,No,Medium,Good,Low,Fail
571,9,Female,11,C,59,46,77,38,63,60,5,No,Post Graduate,63976,Walk,11.7,Dance,Yes,Poor,Low,No,Regular,Minor,Yes,High,Average,Medium,Pass
572,12,Female,2,A,77,47,43,51,90,69,2,No,Post Graduate,58786,Bus,12.46,Music,No,Good,Low,No,Irregular,Chronic,No,Medium,Average,Medium,Fail
573,11,Male,1,A,60,74,44,56,94,98,6,Yes,Graduate,42944,Cycle,2.73,Dance,No,Good,High,Yes,Regular,None,Yes,Medium,Good,Medium,Pass
574,7,Female,10,A,64,61,62,51,73,76,2,No,Post Graduate,40476,Cycle,15.6,Music,No,Good,Low,No,Regular,Minor,No,Low,Average,High,Fail
575,6,Male,1,B,39,84,64,37,36,68,2,Yes,High School,25559,Van,19.58,Sports,Yes,Good,Low,No,Irregular,None,Yes,Medium,Excellent,High,Pass
576,12,Male,7,D,63,76,48,82,92,66,2,Yes,Post Graduate,94524,Walk,18.28,None,No,Average,Low,No,Regular,Chronic,Yes,High,Average,Low,Pass
577,10,Female,1,D,58,81,74,54,95,82,3,No,Post Graduate,11015,Van,16.07,Dance,Yes,Poor,Low,No,Regular,Minor,Yes,High,Excellent,Low,Fail
578,16,Female,1,C,93,43,78,74,96,96,4,Yes,High School,56736,Van,18.87,None,No,Poor,Medium,Yes,Irregular,Chronic,Yes,Low,Excellent,Low,Fail
579,11,Male,8,B,60,92,56,50,65,82,7,Yes,Post Graduate,24206,Walk,15.56,None,Yes,Poor,Medium,Yes,Regular,Minor,No,Low,Good,Medium,Pass
580,16,Female,2,D,41,65,77,42,99,84,2,Yes,Graduate,50327,Walk,2.65,Music,Yes,Average,Low,No,Irregular,Chronic,Yes,Medium,Excellent,Medium,Fail
581,10,Male,10,D,74,60,78,96,61,70,4,No,High School,26761,Cycle,5.91,Dance,No,Average,High,Yes,Irregular,Minor,Yes,Medium,Good,Medium,Fail
582,11,Female,7,A,49,96,59,84,97,69,6,No,High School,41317,Bus,5.81,Dance,No,Poor,Low,Yes,Irregular,Minor,Yes,Medium,Excellent,Medium,Fail
583,6,Male,11,C,46,44,78,81,68,86,3,No,High School,89640,Van,1.58,Dance,Yes,Poor,Medium,No,Irregular,Minor,Yes,High,Excellent,High,Fail
584,15,Male,12,C,54,92,61,56,44,82,6,No,Graduate,71077,Cycle,6.62,None,Yes,Poor,Low,Yes,Irregular,Chronic,No,High,Average,Medium,Fail
585,14,Male,2,A,55,46,56,48,58,98,7,Yes,High School,95811,Van,11.25,Dance,No,Poor,Low,Yes,Irregular,None,Yes,Low,Good,High,Fail
586,12,Male,10,B,77,63,61,56,57,91,1,No,Post Graduate,35806,Bus,11.78,Music,Yes,Average,High,No,Regular,Chronic,Yes,High,Excellent,High,Fail
587,14,Male,5,A,75,99,39,38,75,63,7,Yes,Post Graduate,75157,Bus,3.66,None,Yes,Average,High,No,Regular,Chronic,Yes,Medium,Average,Low,Pass
588,8,Female,8,C,67,37,82,35,58,92,7,No,Post Graduate,66199,Cycle,13.25,None,Yes,Average,Medium,Yes,Irregular,None,No,Medium,Good,Medium,Fail
589,12,Male,9,D,58,61,89,81,97,75,5,No,High School,43068,Van,5.26,Dance,Yes,Good,Low,Yes,Irregular,Minor,No,Medium,Excellent,Medium,Pass
590,7,Male,1,C,46,77,44,52,49,87,5,No,Graduate,47162,Cycle,4.04,None,No,Good,High,Yes,Regular,None,Yes,High,Good,Medium,Fail
591,16,Male,11,D,99,74,92,54,70,74,5,Yes,Graduate,99362,Cycle,3.31,Dance,Yes,Average,Medium,Yes,Irregular,Chronic,Yes,High,Average,Low,Pass
592,16,Female,9,C,52,56,36,82,64,81,6,Yes,High School,13765,Bus,8.57,Music,Yes,Good,Low,Yes,Irregular,Minor,Yes,High,Good,High,Fail
593,15,Male,3,D,78,85,66,73,54,61,7,No,High School,54485,Walk,17.45,Music,No,Good,Medium,Yes,Irregular,Chronic,No,Medium,Average,Low,Fail
594,15,Female,10,A,54,71,36,85,41,76,3,Yes,Graduate,63795,Van,17.47,None,Yes,Good,High,No,Irregular,None,Yes,Medium,Excellent,High,Fail
595,9,Female,11,D,60,41,44,89,75,67,2,Yes,Post Graduate,54531,Bus,6.19,Sports,Yes,Average,High,Yes,Irregular,None,No,Medium,Average,High,Pass
596,10,Male,9,C,45,96,40,67,50,74,1,No,Graduate,23308,Van,11.06,Music,Yes,Poor,Medium,Yes,Irregular,Chronic,Yes,Low,Excellent,High,Fail
597,17,Male,3,D,56,96,63,60,80,99,2,Yes,High School,59706,Bus,10.55,None,No,Good,Low,Yes,Irregular,Minor,Yes,Medium,Excellent,High,Fail
598,12,Male,3,B,62,59,50,44,43,98,1,No,Graduate,61678,Bus,7.14,Dance,Yes,Good,Low,Yes,Irregular,Minor,Yes,High,Good,Low,Fail
599,13,Male,7,D,74,55,85,97,76,88,7,Yes,Post Graduate,42321,Cycle,16.16,None,No,Good,Low,Yes,Irregular,Chronic,Yes,Medium,Good,Medium,Fail
600,10,Female,6,A,56,73,43,82,95,70,5,No,Post Graduate,65826,Cycle,12.35,Sports,Yes,Average,Medium,Yes,Irregular,Minor,No,Medium,Average,High,Fail
601,8,Female,4,D,99,73,46,40,57,65,4,No,Graduate,13111,Bus,0.71,None,Yes,Good,High,No,Regular,None,Yes,High,Average,Low,Fail
602,9,Male,2,D,61,41,61,71,57,61,5,No,High School,77063,Cycle,17.87,Dance,Yes,Good,Medium,Yes,Irregular,None,Yes,Low,Average,High,Pass
603,9,Female,1,A,42,54,61,36,67,87,4,Yes,Graduate,33710,Cycle,1.7,None,No,Average,High,Yes,Regular,None,No,High,Average,Medium,Pass
604,11,Female,7,A,92,42,77,98,53,92,4,No,Graduate,53533,Bus,16.52,Sports,Yes,Good,Low,No,Irregular,Chronic,No,High,Good,Low,Pass
605,15,Female,3,A,50,55,97,83,41,62,4,No,Post Graduate,33608,Van,2.12,Music,Yes,Poor,Medium,Yes,Regular,Minor,Yes,Low,Excellent,Low,Pass
606,10,Male,8,B,86,73,96,64,45,94,5,Yes,Graduate,29169,Walk,3.78,Dance,No,Good,High,No,Irregular,Chronic,Yes,Medium,Good,Low,Fail
607,5,Female,7,C,92,48,48,94,73,81,7,No,High School,79474,Van,13.62,Dance,No,Good,Low,No,Regular,None,Yes,Medium,Good,Low,Fail
608,9,Female,3,C,63,56,59,48,75,61,4,No,Post Graduate,74327,Van,2.81,Music,Yes,Good,High,Yes,Irregular,Chronic,Yes,Medium,Good,High,Fail
609,6,Female,12,B,66,46,56,93,59,76,7,No,Post Graduate,59687,Cycle,3.78,None,Yes,Good,Medium,No,Irregular,Chronic,No,High,Average,High,Pass
610,6,Female,9,C,48,47,88,42,42,71,6,No,High School,31899,Van,2.89,Music,Yes,Poor,Medium,No,Regular,Chronic,Yes,Low,Average,Medium,Pass
611,10,Male,8,B,51,57,73,53,54,85,2,No,Post Graduate,74374,Van,4.35,Dance,No,Good,Medium,Yes,Regular,None,Yes,Low,Excellent,Medium,Pass
612,9,Male,6,B,97,85,57,79,38,71,1,No,Post Graduate,80157,Cycle,16.62,Music,Yes,Poor,Low,No,Irregular,Minor,No,Medium,Average,Low,Pass
613,15,Female,6,D,90,38,75,55,59,90,2,Yes,High School,73168,Cycle,18.47,Sports,Yes,Good,Low,No,Irregular,None,Yes,Low,Good,Medium,Pass
614,5,Female,9,B,82,96,62,87,66,84,4,Yes,Graduate,17186,Bus,6.17,Dance,No,Average,High,Yes,Irregular,Chronic,Yes,Low,Excellent,High,Fail
615,15,Female,1,A,91,38,41,90,64,61,5,Yes,Graduate,94273,Bus,16.37,Music,No,Average,Medium,Yes,Regular,Minor,No,Low,Excellent,High,Pass
616,9,Male,5,A,92,39,60,36,36,97,5,Yes,Graduate,57145,Bus,12.54,None,No,Good,High,No,Irregular,Minor,Yes,Low,Excellent,Low,Pass
617,15,Female,6,D,82,74,82,75,74,88,1,No,High School,56476,Cycle,2.34,Music,No,Average,Low,No,Regular,Minor,No,Low,Average,Medium,Fail
618,14,Female,7,A,72,38,56,82,96,76,5,No,High School,99603,Van,19.25,None,Yes,Poor,Low,No,Irregular,Minor,No,Medium,Excellent,High,Fail
619,12,Male,1,B,86,84,51,48,49,69,4,Yes,High School,19610,Van,0.78,Dance,Yes,Poor,Medium,No,Irregular,None,Yes,High,Good,Low,Pass
620,15,Male,5,D,58,40,48,67,67,92,5,Yes,Post Graduate,51583,Van,15.71,Music,Yes,Poor,Medium,Yes,Regular,None,No,Medium,Good,Medium,Pass
621,12,Female,5,B,87,49,51,72,60,61,4,No,High School,93475,Bus,0.72,Dance,Yes,Average,Medium,Yes,Irregular,None,Yes,High,Average,Medium,Fail
622,9,Male,11,C,64,79,51,82,72,75,5,Yes,Post Graduate,99790,Cycle,9.38,Music,No,Poor,Low,No,Regular,None,No,Low,Good,Low,Fail
623,6,Female,4,A,49,94,60,88,41,62,5,No,Graduate,11479,Bus,14.07,Dance,Yes,Average,Low,Yes,Irregular,None,No,Low,Good,Medium,Pass
624,17,Female,3,B,93,52,68,84,76,85,6,No,High School,80274,Van,18.99,Music,No,Poor,Medium,No,Irregular,Minor,No,High,Good,High,Pass
625,16,Female,4,D,96,74,84,94,63,61,3,No,Graduate,15273,Van,11.45,Dance,No,Good,High,Yes,Regular,None,Yes,Low,Good,Medium,Pass
626,11,Male,9,A,90,94,76,39,98,61,7,No,Post Graduate,87036,Bus,9.22,Sports,Yes,Average,Low,No,Irregular,Chronic,No,High,Average,High,Fail
627,13,Female,5,B,57,61,54,45,47,67,3,Yes,Graduate,55026,Bus,5.84,None,Yes,Poor,High,Yes,Irregular,Minor,Yes,High,Good,High,Fail
628,16,Male,10,A,74,73,38,97,37,73,4,Yes,Post Graduate,67654,Cycle,18.54,Dance,Yes,Average,Low,No,Irregular,Minor,Yes,Medium,Good,High,Pass
629,5,Male,5,B,87,99,58,51,68,98,6,No,Graduate,12361,Walk,4.66,Dance,No,Average,High,No,Irregular,Chronic,No,Low,Excellent,Medium,Pass
630,9,Female,7,C,73,97,52,42,38,77,2,Yes,High School,85822,Van,14.52,None,No,Poor,Medium,Yes,Regular,Minor,Yes,Medium,Average,Low,Pass
631,7,Male,2,C,67,40,73,47,83,60,7,Yes,Graduate,94429,Bus,0.53,Music,Yes,Poor,Medium,Yes,Irregular,Chronic,No,Medium,Average,Low,Pass
632,12,Female,5,C,92,86,39,41,82,81,3,No,Post Graduate,69766,Van,9.71,Sports,No,Average,High,Yes,Regular,None,No,Medium,Excellent,Medium,Pass
633,8,Male,1,A,71,81,95,73,58,68,4,No,Post Graduate,55407,Walk,16.49,Dance,Yes,Average,Low,No,Regular,Chronic,No,Medium,Good,High,Fail
634,7,Female,4,D,71,97,59,38,90,79,7,Yes,Graduate,72857,Walk,14.94,Music,No,Poor,High,No,Irregular,None,Yes,Low,Good,Low,Fail
635,8,Male,7,C,52,89,72,82,43,85,7,Yes,Graduate,48981,Van,8.1,None,Yes,Poor,High,No,Irregular,Minor,No,Low,Good,High,Fail
636,6,Female,11,D,55,76,37,48,90,96,6,No,Graduate,21185,Walk,9.74,Sports,No,Good,High,No,Regular,Minor,Yes,High,Excellent,High,Pass
637,12,Female,12,A,82,71,87,48,92,61,2,No,Post Graduate,96576,Cycle,19.84,None,Yes,Good,High,Yes,Irregular,Chronic,Yes,Medium,Excellent,Medium,Pass
638,15,Female,1,D,89,93,82,50,65,87,1,No,Post Graduate,73674,Walk,3.65,Music,Yes,Poor,Medium,Yes,Regular,None,Yes,High,Average,Low,Fail
639,8,Female,11,B,53,63,98,64,61,96,5,Yes,Post Graduate,59268,Walk,17.66,Music,No,Average,Medium,No,Regular,Minor,No,Medium,Excellent,Low,Pass
640,9,Male,1,B,76,36,72,98,71,96,3,No,High School,98954,Cycle,14.13,Dance,No,Good,Medium,Yes,Regular,Chronic,Yes,Low,Good,Low,Fail
641,7,Male,10,B,74,47,53,44,78,79,1,No,Post Graduate,43065,Bus,2.13,None,No,Average,Low,No,Regular,Minor,Yes,Medium,Average,Low,Pass
642,6,Female,5,D,59,37,85,81,38,77,1,Yes,Post Graduate,99043,Walk,5.02,Dance,No,Average,Medium,Yes,Regular,Minor,Yes,Low,Good,Medium,Pass
643,17,Female,10,A,74,53,98,64,92,80,4,No,High School,54397,Cycle,10.39,Music,No,Average,Low,Yes,Irregular,Chronic,Yes,Low,Average,High,Fail
644,16,Male,10,B,70,75,45,67,42,95,6,Yes,High School,32000,Van,2.63,None,No,Average,Medium,Yes,Regular,None,Yes,High,Average,Medium,Fail
645,11,Male,4,A,68,80,43,40,54,96,4,Yes,Post Graduate,37317,Walk,19.8,Dance,Yes,Average,Low,No,Irregular,Minor,No,Low,Excellent,Medium,Fail
646,9,Female,2,D,93,80,97,42,69,76,2,Yes,Graduate,18189,Bus,14.46,None,No,Good,High,Yes,Irregular,Minor,No,Low,Excellent,High,Pass
647,8,Male,7,D,48,52,92,95,73,83,4,No,High School,72945,Bus,17.18,None,Yes,Good,Low,No,Irregular,Chronic,No,Low,Average,High,Fail
648,11,Male,12,C,60,73,87,79,85,65,7,No,Graduate,56507,Bus,15.18,Dance,No,Good,Medium,Yes,Irregular,None,Yes,High,Good,Medium,Pass
649,14,Female,8,C,56,59,95,74,85,75,7,No,High School,24523,Van,9.6,Dance,No,Poor,High,Yes,Irregular,None,No,Medium,Good,Low,Fail
650,7,Female,6,D,85,91,75,95,74,90,1,Yes,High School,70412,Cycle,10.01,Dance,Yes,Good,High,Yes,Irregular,Chronic,Yes,High,Average,High,Pass
651,5,Male,1,A,41,83,59,52,46,72,5,No,Post Graduate,86083,Bus,18.82,None,Yes,Poor,High,Yes,Regular,Chronic,Yes,Medium,Excellent,High,Fail
652,14,Female,1,A,63,40,37,36,90,98,1,Yes,High School,18369,Bus,18.64,Music,Yes,Average,High,Yes,Regular,Chronic,No,High,Good,Medium,Pass
653,7,Male,1,D,56,99,65,82,99,98,4,Yes,Graduate,83030,Bus,15.08,Music,Yes,Average,Medium,No,Irregular,Chronic,No,Low,Average,Medium,Fail
654,5,Male,3,A,77,94,97,40,79,67,4,No,High School,11341,Van,10.68,Music,Yes,Average,High,No,Irregular,None,No,Low,Excellent,Low,Fail
655,5,Female,4,C,56,75,48,60,39,74,5,Yes,Post Graduate,64777,Walk,9.81,None,Yes,Good,High,Yes,Regular,Chronic,Yes,Low,Excellent,Low,Pass
656,15,Female,12,D,47,88,36,79,46,62,5,Yes,High School,81782,Cycle,19.56,Sports,No,Good,Medium,Yes,Irregular,Minor,No,Medium,Good,Medium,Pass
657,12,Male,9,D,88,45,52,45,66,89,1,No,Post Graduate,28416,Van,13.43,Music,Yes,Poor,High,Yes,Irregular,Minor,Yes,Low,Excellent,High,Pass
658,14,Male,4,D,70,85,97,60,71,64,5,Yes,High School,47241,Van,11.23,Music,No,Average,High,Yes,Irregular,None,No,Low,Good,High,Fail
659,8,Male,4,C,51,61,99,36,80,60,1,Yes,Post Graduate,28884,Bus,17.57,Music,Yes,Average,Low,No,Regular,Minor,Yes,High,Excellent,Low,Pass
660,7,Female,5,A,55,51,36,62,86,89,7,No,Graduate,64210,Bus,11.57,Sports,No,Good,High,Yes,Regular,None,Yes,Low,Good,Medium,Pass
661,15,Male,3,D,98,47,74,87,96,95,3,No,High School,90585,Van,11.75,Music,Yes,Average,Low,No,Irregular,Chronic,No,Low,Excellent,High,Pass
662,13,Male,2,B,96,58,37,39,55,68,4,No,Graduate,76956,Bus,4.25,Music,No,Good,Low,Yes,Irregular,None,No,Low,Excellent,High,Pass
663,7,Female,11,A,60,90,83,74,92,60,6,No,Graduate,57438,Walk,17.33,Sports,Yes,Average,Medium,No,Regular,Chronic,Yes,Low,Excellent,High,Pass
664,9,Female,4,B,52,79,64,75,62,75,5,No,High School,55693,Cycle,5.52,None,No,Average,Low,Yes,Irregular,Minor,No,Low,Average,Low,Pass
665,7,Female,8,B,67,89,45,64,89,94,7,No,Graduate,48397,Walk,18.34,Dance,No,Good,High,Yes,Irregular,Chronic,Yes,Medium,Excellent,Medium,Pass
666,12,Male,6,B,39,81,99,49,37,94,6,Yes,Post Graduate,19025,Bus,8.93,None,No,Good,High,Yes,Regular,Minor,Yes,High,Excellent,High,Fail
667,16,Female,2,A,83,99,72,53,89,91,7,No,Post Graduate,59729,Cycle,19.74,None,No,Average,High,No,Irregular,Minor,Yes,Low,Excellent,High,Pass
668,14,Male,10,A,51,81,61,38,45,94,7,Yes,High School,72957,Van,8.33,Music,No,Average,Medium,Yes,Regular,Chronic,Yes,High,Excellent,Low,Fail
669,10,Female,12,B,76,61,87,50,40,84,7,No,High School,86107,Bus,12.22,Music,Yes,Poor,Low,No,Regular,None,Yes,Medium,Average,Low,Fail
670,5,Female,6,B,98,81,72,73,63,83,2,Yes,High School,39245,Walk,0.83,Music,Yes,Average,Medium,Yes,Regular,None,Yes,Medium,Good,High,Pass
671,8,Female,10,C,55,66,61,39,44,71,3,Yes,Graduate,75817,Cycle,7.72,Sports,No,Good,High,Yes,Regular,Chronic,Yes,Low,Average,High,Pass
672,5,Male,9,C,90,85,71,46,99,85,6,Yes,High School,22845,Bus,14.77,Dance,No,Poor,Medium,Yes,Regular,Chronic,Yes,High,Average,High,Pass
673,6,Female,10,D,91,48,45,96,65,72,3,No,Post Graduate,30967,Bus,19.71,None,Yes,Average,Low,Yes,Regular,None,Yes,High,Average,Low,Pass
674,10,Male,1,A,70,79,56,68,71,80,5,No,High School,45943,Bus,9.38,Sports,Yes,Good,High,Yes,Regular,Minor,No,Medium,Average,High,Fail
675,15,Female,2,D,92,71,92,75,52,78,1,No,Graduate,42884,Bus,11.3,Dance,No,Average,High,Yes,Regular,Chronic,Yes,Low,Excellent,Medium,Pass
676,12,Male,11,C,79,72,58,43,66,79,3,No,Post Graduate,74645,Walk,17.52,Music,No,Good,Low,No,Regular,None,No,High,Average,Low,Pass
677,16,Male,8,D,57,61,54,53,56,96,6,Yes,High School,25872,Bus,4.81,Sports,Yes,Good,Medium,Yes,Regular,Minor,No,Medium,Good,High,Pass
678,7,Male,6,D,62,61,44,41,51,79,5,Yes,Graduate,45542,Bus,15.85,Music,Yes,Average,Medium,No,Regular,Minor,Yes,Low,Average,High,Pass
679,6,Male,9,A,82,75,56,73,94,65,5,No,Post Graduate,37649,Van,18.2,None,No,Average,Medium,No,Regular,Minor,No,Medium,Good,Medium,Pass
680,17,Female,6,B,55,96,87,79,83,92,1,Yes,Graduate,69902,Bus,17.44,Dance,No,Average,High,Yes,Regular,Minor,Yes,Medium,Good,Medium,Pass
681,11,Male,1,A,52,56,59,60,83,95,3,Yes,Post Graduate,81001,Cycle,2.94,Dance,No,Good,Low,No,Irregular,Minor,Yes,High,Good,High,Pass
682,10,Female,9,C,69,66,58,82,61,81,3,No,Post Graduate,25894,Van,10.27,Dance,No,Poor,High,No,Regular,Chronic,No,High,Excellent,Low,Pass
683,6,Male,11,A,40,79,69,65,84,60,6,Yes,Post Graduate,21630,Walk,6.99,Music,No,Average,Low,Yes,Irregular,None,No,Medium,Excellent,Medium,Fail
684,15,Male,4,A,70,92,65,36,54,95,2,Yes,High School,97464,Walk,9.54,Sports,No,Good,High,No,Regular,Minor,No,Low,Excellent,Low,Pass
685,8,Male,7,A,50,38,93,53,69,62,6,No,High School,50879,Van,10.05,Dance,Yes,Good,Medium,Yes,Irregular,None,Yes,Low,Average,Low,Fail
686,5,Female,5,C,62,55,94,65,94,72,5,Yes,High School,99017,Cycle,15.94,Dance,No,Good,Medium,No,Irregular,Chronic,Yes,Medium,Good,High,Fail
687,7,Female,4,C,76,86,91,55,77,87,4,No,Graduate,81766,Walk,6.76,None,Yes,Poor,Low,No,Irregular,Minor,Yes,Low,Average,Medium,Fail
688,16,Male,5,B,66,67,44,42,36,63,7,No,High School,47845,Bus,16.59,Dance,No,Average,Low,No,Irregular,Minor,Yes,High,Average,Low,Pass
689,15,Female,4,D,64,93,63,92,72,89,3,No,Graduate,95211,Cycle,9.71,None,No,Average,Medium,No,Irregular,None,No,High,Average,Low,Fail
690,13,Female,10,C,43,46,46,82,42,96,1,No,Graduate,75306,Cycle,14.47,Sports,Yes,Good,Low,Yes,Irregular,None,No,Medium,Excellent,High,Fail
691,14,Male,5,D,48,60,46,72,86,73,5,Yes,Graduate,86175,Van,18.86,Sports,No,Poor,Medium,Yes,Regular,Minor,Yes,High,Average,Low,Pass
692,12,Male,1,A,67,98,92,47,64,77,5,Yes,Graduate,62626,Cycle,15.85,Sports,No,Good,Medium,No,Irregular,None,No,Medium,Excellent,High,Pass
693,16,Male,3,B,98,50,83,59,54,84,6,No,Graduate,24252,Van,9.6,Dance,Yes,Poor,Medium,No,Regular,None,Yes,Medium,Excellent,Low,Pass
694,15,Female,2,C,44,44,42,65,59,82,5,No,High School,26469,Walk,16.44,None,Yes,Poor,High,No,Regular,Minor,Yes,High,Average,Medium,Pass
695,10,Female,1,C,47,76,81,56,87,96,1,No,Post Graduate,73068,Walk,11.54,None,Yes,Average,Medium,No,Regular,Minor,Yes,Low,Good,Medium,Pass
696,9,Male,6,B,70,73,63,88,74,80,3,No,High School,49834,Van,10.1,None,No,Good,Medium,No,Regular,Minor,Yes,High,Excellent,Low,Pass
697,11,Female,9,D,80,81,38,67,70,76,6,No,Post Graduate,95449,Bus,6.84,Music,Yes,Average,Low,Yes,Irregular,Chronic,No,Low,Good,Medium,Fail
698,7,Male,12,A,59,55,52,80,90,89,2,No,High School,80767,Walk,2.25,Sports,No,Poor,High,No,Regular,Chronic,Yes,Low,Excellent,High,Pass
699,10,Female,8,A,81,75,54,52,77,62,5,Yes,High School,23631,Van,1.43,Sports,Yes,Average,High,Yes,Regular,Minor,No,Medium,Excellent,Medium,Pass
700,15,Male,10,B,66,77,96,70,56,65,7,Yes,Post Graduate,47109,Cycle,2.36,None,Yes,Poor,Low,No,Irregular,None,Yes,Low,Excellent,High,Fail
701,5,Female,5,A,78,75,38,87,75,99,4,Yes,Post Graduate,78532,Van,16.8,None,No,Poor,Low,No,Regular,Minor,Yes,Medium,Excellent,High,Fail
702,17,Female,10,A,60,36,56,47,98,73,6,No,Graduate,66814,Bus,19.58,Dance,Yes,Poor,Low,No,Irregular,Chronic,No,High,Good,High,Pass
703,11,Female,10,A,88,63,67,38,88,76,4,Yes,Post Graduate,20457,Van,19.25,None,No,Average,High,No,Irregular,None,Yes,Medium,Excellent,Low,Pass
704,12,Female,4,D,71,48,38,37,91,74,7,No,High School,91596,Van,8.6,Dance,No,Poor,Medium,No,Regular,Minor,No,Medium,Average,Medium,Fail
705,13,Male,8,B,74,41,95,89,95,79,7,No,High School,18188,Van,2.22,Sports,No,Good,High,No,Regular,Chronic,Yes,Medium,Good,Medium,Pass
706,8,Male,8,A,47,49,55,40,67,77,2,Yes,Post Graduate,65298,Walk,8.69,Sports,No,Average,Low,Yes,Irregular,None,Yes,Low,Good,Low,Fail
707,6,Male,12,B,92,88,66,71,53,90,6,Yes,Graduate,73995,Walk,14.81,None,No,Good,Low,No,Irregular,Minor,Yes,High,Excellent,Low,Fail
708,8,Male,7,A,71,55,72,56,53,79,4,Yes,Post Graduate,86347,Bus,17.48,Sports,No,Good,Medium,Yes,Irregular,None,Yes,Low,Good,Medium,Pass
709,10,Female,11,A,76,66,89,61,42,94,2,No,Graduate,54925,Cycle,18.69,None,Yes,Good,Low,Yes,Irregular,None,No,Medium,Good,High,Fail
710,17,Female,12,A,66,41,80,59,90,84,3,No,Graduate,41480,Bus,12.94,Sports,No,Poor,Low,No,Regular,None,Yes,Medium,Average,Medium,Pass
711,6,Female,12,D,51,70,51,56,37,77,4,No,Graduate,50898,Bus,9.88,None,No,Poor,Low,No,Irregular,None,Yes,Medium,Average,Medium,Fail
712,9,Male,5,B,77,47,95,99,58,75,3,No,Post Graduate,63601,Bus,11.21,Sports,Yes,Good,Low,Yes,Regular,None,No,Medium,Average,Low,Pass
713,11,Female,2,D,73,97,54,61,84,82,5,No,High School,44377,Cycle,12.13,Sports,Yes,Average,High,No,Irregular,None,No,Medium,Average,Medium,Fail
714,13,Male,11,A,78,57,81,46,79,74,2,Yes,High School,55341,Walk,14.82,Sports,No,Average,Medium,No,Irregular,Minor,No,Low,Good,High,Pass
715,6,Female,9,D,75,83,69,89,86,92,3,No,Graduate,77554,Bus,8.48,Music,No,Average,Medium,Yes,Irregular,Chronic,Yes,High,Excellent,Medium,Fail
716,17,Male,3,C,73,35,63,77,99,74,5,Yes,Post Graduate,21141,Van,4.56,None,Yes,Average,Low,Yes,Regular,Chronic,Yes,Low,Excellent,High,Pass
717,7,Male,3,A,40,50,54,91,80,98,1,No,Post Graduate,59742,Bus,11.39,Music,Yes,Poor,High,Yes,Irregular,Minor,Yes,Low,Excellent,Low,Fail
718,16,Male,4,C,48,83,72,77,94,89,4,No,High School,51578,Bus,12.48,None,No,Average,Low,No,Irregular,None,Yes,High,Good,Low,Pass
719,9,Male,1,A,70,47,74,38,77,93,6,No,High School,50036,Bus,4.72,Sports,Yes,Good,Medium,Yes,Irregular,None,Yes,Low,Good,Medium,Fail
720,9,Female,6,D,80,99,79,51,47,65,4,No,Post Graduate,16196,Van,18.82,Dance,Yes,Good,Low,No,Regular,None,No,High,Average,Low,Fail
721,8,Female,9,D,84,70,98,71,84,95,2,Yes,High School,67467,Walk,4.7,Dance,Yes,Poor,Low,No,Irregular,Chronic,Yes,Low,Average,High,Fail
722,12,Male,2,C,38,82,76,73,78,83,7,Yes,High School,66515,Cycle,15.13,Music,Yes,Good,Medium,Yes,Irregular,None,Yes,Low,Excellent,Medium,Pass
723,16,Female,1,B,79,70,39,99,75,61,4,Yes,Graduate,48238,Van,19.3,Dance,Yes,Good,Medium,No,Regular,Minor,Yes,Medium,Average,Low,Fail
724,11,Female,10,C,47,61,44,99,96,91,4,Yes,Graduate,71204,Van,16.71,Sports,Yes,Poor,Low,No,Irregular,Minor,No,Medium,Excellent,Medium,Fail
725,14,Male,11,D,52,55,45,71,42,68,2,No,Post Graduate,49025,Walk,17.53,Dance,No,Average,High,Yes,Irregular,None,Yes,High,Average,High,Pass
726,5,Male,9,D,60,45,82,44,60,97,1,No,Graduate,63399,Cycle,11.97,Dance,Yes,Good,Medium,Yes,Irregular,None,No,Medium,Average,Medium,Fail
727,10,Male,5,A,73,64,37,44,42,78,3,Yes,Graduate,86686,Bus,11.1,Sports,Yes,Poor,Medium,Yes,Irregular,Chronic,Yes,High,Good,Low,Fail
728,13,Male,2,C,81,61,49,60,45,91,7,No,Graduate,76856,Walk,16.13,Dance,Yes,Poor,Low,Yes,Regular,Minor,No,Low,Good,High,Pass
729,16,Male,12,C,92,69,91,45,40,67,7,Yes,Graduate,85229,Bus,1.83,Sports,Yes,Good,Low,No,Irregular,Chronic,Yes,Low,Average,Low,Pass
730,14,Female,1,C,85,99,48,83,93,86,4,No,High School,68975,Bus,6.11,Sports,Yes,Average,Medium,No,Regular,None,Yes,Low,Good,High,Pass
731,7,Male,1,C,37,72,56,58,58,75,3,No,Graduate,83031,Cycle,15.53,Dance,Yes,Good,Low,No,Regular,Minor,Yes,Low,Good,Medium,Pass
